block_count,blocked_start,blocked_removed,diff.seconds
1,2022-03-17 22:37:52.480257,2022-03-18 14:23:27.028921,56734
2,2022-03-18 14:43:30.454360,2022-03-19 02:19:57.361113,41786
3,2022-03-19 02:40:01.295587,2022-03-19 14:38:18.141134,43096
4,2022-03-21 06:38:36.380504,2022-03-23 17:06:30.470906,37674
5,2022-03-24 21:10:28.458466,2022-03-24 22:10:29.347986,3600
