block_count,blocked_start,blocked_removed,diff.seconds
1,2022-03-02 10:55:47.254621,2022-03-02 12:55:48.828410,7201
2,2022-03-02 13:15:52.415183,2022-03-03 16:49:32.255372,12819
3,2022-03-03 17:24:55.820154,2022-03-03 18:24:56.703555,3600
4,2022-03-03 18:39:59.945563,2022-03-04 18:10:11.843101,84611
5,2022-03-04 18:15:13.036860,2022-03-05 06:15:19.105146,43206
6,2022-03-05 06:25:21.287606,2022-03-07 15:09:16.751622,31435
7,2022-03-07 15:39:38.522917,2022-03-07 17:09:40.166967,5401
