block_count,blocked_start,blocked_removed,diff.seconds
1,2022-03-11 15:05:56.562127,2022-03-11 20:06:03.394497,18006
2,2022-03-12 15:07:57.122449,2022-03-12 17:37:58.760371,9001
3,2022-03-12 18:03:06.546861,2022-03-12 20:03:07.320707,7200
4,2022-03-12 20:23:09.577024,2022-03-12 21:56:40.665371,5611
5,2022-03-12 22:11:43.652279,2022-03-12 22:55:43.826019,2640
6,2022-03-12 23:10:46.458701,2022-03-12 23:40:47.206071,1800
7,2022-03-12 23:45:47.616661,2022-03-13 00:15:48.036484,1800
8,2022-03-13 00:35:57.270736,2022-03-13 03:39:21.800390,11004
