block_count,blocked_start,blocked_removed,diff.seconds
1,2022-03-18 20:23:51.003593,2022-03-20 11:24:39.193787,54048
2,2022-03-20 11:29:40.381315,2022-03-20 20:59:51.160600,34210
3,2022-03-20 21:20:00.134278,2022-03-21 00:20:02.264326,10802
4,2022-03-21 01:00:10.438516,2022-03-21 15:30:22.593753,52212
5,2022-04-15 09:43:59.902405,2022-04-15 10:14:01.922223,1802
