block_count,blocked_start,blocked_removed,diff.seconds
1,2022-03-01 01:13:34.312243,2022-03-01 05:43:37.169933,16202
2,2022-03-01 06:08:57.552501,2022-03-01 12:21:22.636871,22345
3,2022-03-01 12:41:29.197345,2022-03-01 13:41:31.348987,3602
4,2022-03-01 14:06:37.772574,2022-03-01 18:06:41.000945,14403
