block_count,blocked_start,blocked_removed,diff.seconds
1,2022-03-22 00:22:54.579179,2022-03-22 02:52:56.660148,9002
2,2022-03-22 02:58:02.299228,2022-03-22 06:58:06.754593,14404
3,2022-03-22 07:08:08.762298,2022-03-22 07:38:09.366714,1800
4,2022-04-15 09:45:17.661332,2022-04-15 10:15:19.695540,1802
5,2022-04-15 13:20:12.939011,2022-04-15 13:50:13.755183,1800
