block_count,blocked_start,blocked_removed,diff.seconds
1,2022-03-14 16:48:38.977558,2022-03-14 19:06:19.781918,8260
2,2022-03-14 19:26:24.230403,2022-03-14 20:56:26.354989,5402
3,2022-03-14 21:16:30.114284,2022-03-15 01:46:32.482431,16202
4,2022-03-15 02:06:36.960129,2022-03-15 10:46:58.301431,31221
5,2022-03-15 11:09:37.805452,2022-03-16 00:41:54.939145,48737
6,2022-03-16 01:02:00.734715,2022-03-19 14:22:37.386000,48036
